Independent,P-Value,Relationship,DepPos,Dependent,Hypothesis ID,Supported,Mediator/Moderator,IndPos,Relationship ID,MidPos,Type,Source ID
103,,Effect,"(-300, -250)",110,75-1,1,49179,"(-300, -250)",1,"(-200, -18)",Moderator,75
103,,Effect,"(-300, -250)",110,75-1,1,49180,"(-300, -250)",2,"(-200, 25)",Moderator,75
104,.05,Effect,"(-300, -250)",110,75-2,1,49179,"(-300, -84)",3,"(-200, -18)",Moderator,75
104,.05,Effect,"(-300, -250)",110,75-2,1,49180,"(-300, -84)",4,"(-200, 25)",Moderator,75
104,.05,Effect,"(-300, -250)",110,75-2,1,49181,"(-300, -84)",5,"(-200, -350)",Moderator,75
106,.05,Effect,"(-300, -250)",110,75-3,1,49179,"(-300, 0)",6,"(-200, -18)",Moderator,75
106,.05,Effect,"(-300, -250)",110,75-3,1,49180,"(-300, 0)",7,"(-200, 25)",Moderator,75
106,.05,Effect,"(-300, -250)",110,75-3,1,49185,"(-300, 0)",8,"(-200, -225)",Moderator,75
106,.05,Effect,"(-300, -250)",110,75-3,1,49181,"(-300, 0)",9,"(-200, -350)",Moderator,75
107,.05,,"(-300, -250)",110,75-4a,1,,"(-300, -150)",10,,Regular,75
107,.05,Effect,"(300, -250)",49188,75-4b,1,49180,"(-300, -150)",11,"(-200, 25)",Moderator,75
107,.05,Effect,"(300, -250)",49188,75-4b,1,49181,"(-300, -150)",12,"(-200, -350)",Moderator,75
108,.05,,"(-300, -250)",110,75-5a,1,,"(-300, -50)",13,,Regular,75
109,.05,,"(-300, -250)",110,75-5b,1,,"(-300, 50)",14,,Regular,75
105,.05,,"(-300, -250)",110,75-5c,1,,"(-300, 150)",15,,Regular,75
110,.05,Positive Effect,"(300, -250)",49188,75-6,1,,"(-300, -250)",16,,Regular,75
118,.001,Positive Effect,"(300, -150)",117,79-1,1,121,"(300, 125)",17,"(200, -350)",Mediator,79
119,.01,Positive Effect,"(300, -150)",117,79-2a,1,121,"(-300, 125)",18,"(200, -350)",Mediator,79
119,,Positive Effect,"(300, 125)",118,79-2b,1,121,"(-300, 125)",19,"(200, -350)",Mediator,79
120,.05,Positive Effect,"(300, -150)",117,79-3,1,121,"(-300, -150)",20,"(200, -350)",Mediator,79
118,.001,Positive Effect,"(300, -150)",117,79-4,1,125,"(300, 125)",21,"(200, -250)",Mediator,79
118,.001,Positive Effect,"(300, -150)",117,79-4,1,121,"(300, 125)",22,"(200, -350)",Mediator,79
119,.01,Positive Effect,"(300, -150)",117,79-5a,1,121,"(-300, 125)",23,"(200, -350)",Mediator,79
119,.01,Positive Effect,"(300, -150)",117,79-5a,1,125,"(-300, 125)",24,"(200, -250)",Mediator,79
119,,Positive Effect,"(300, 125)",118,79-5b,1,121,"(-300, 125)",25,"(200, -350)",Mediator,79
119,,Positive Effect,"(300, 125)",118,79-5b,1,125,"(-300, 125)",26,"(200, -250)",Mediator,79
120,.01,No Effect,"(300, -150)",117,79-6,1,121,"(-300, -150)",27,"(200, -350)",Mediator,79
120,.01,No Effect,"(300, -150)",117,79-6,1,125,"(-300, -150)",28,"(200, -250)",Mediator,79
136,.001,Positive Effect,"(300, -250)",139,81-1,1,,"(300, -50)",29,,Regular,81
135,.001,Positive Effect,"(300, -250)",139,81-2,1,,"(300, -125)",30,,Regular,81
135,,Positive Effect,"(300, -50)",136,81-3,1,,"(300, -125)",31,,Regular,81
130,.01,Positive Effect,"(300, -125)",135,81-4,1,140,"(300, -1)",32,"(-200, 25)",Moderator,81
131,.01,Positive Effect,"(300, -125)",135,81-4,1,140,"(300, 82)",33,"(-200, 25)",Moderator,81
132,.01,Positive Effect,"(300, -125)",135,81-4,1,140,"(300, 165)",34,"(-200, 25)",Moderator,81
133,.01,Positive Effect,"(300, -125)",135,81-4,1,140,"(300, -250)",35,"(-200, 25)",Moderator,81
134,.01,Positive Effect,"(300, -125)",135,81-4,1,140,"(300, -179)",36,"(-200, 25)",Moderator,81
130,.001,Positive Effect,"(300, -50)",136,81-5,1,140,"(300, -1)",37,"(-200, 25)",Moderator,81
131,.001,Positive Effect,"(300, -50)",136,81-5,1,140,"(300, 82)",38,"(-200, 25)",Moderator,81
132,.001,Positive Effect,"(300, -50)",136,81-5,1,140,"(300, 165)",39,"(-200, 25)",Moderator,81
133,.001,Positive Effect,"(300, -50)",136,81-5,1,140,"(300, -250)",40,"(-200, 25)",Moderator,81
134,.001,Positive Effect,"(300, -50)",136,81-5,1,140,"(300, -179)",41,"(-200, 25)",Moderator,81
138,.001,Positive Effect,"(300, -1)",130,81-6,1,,"(-300, -84)",42,,Regular,81
138,.001,Positive Effect,"(300, 82)",131,81-6,1,,"(-300, -84)",43,,Regular,81
138,.001,Positive Effect,"(300, 165)",132,81-6,1,,"(-300, -84)",44,,Regular,81
138,.001,Positive Effect,"(300, -250)",133,81-6,1,,"(-300, -84)",45,,Regular,81
138,.001,Positive Effect,"(300, -179)",134,81-6,1,,"(-300, -84)",46,,Regular,81
137,.01,Positive Effect,"(300, -1)",130,81-7,1,,"(-300, -179)",47,,Regular,81
137,.01,Positive Effect,"(300, 82)",131,81-7,1,,"(-300, -179)",48,,Regular,81
137,.01,Positive Effect,"(300, 165)",132,81-7,1,,"(-300, -179)",49,,Regular,81
137,.01,Positive Effect,"(300, -250)",133,81-7,1,,"(-300, -179)",50,,Regular,81
137,.01,Positive Effect,"(300, -179)",134,81-7,1,,"(-300, -179)",51,,Regular,81
162,.001,Positive Effect,"(-300, -125)",169,82-1,1,,"(-300, -84)",52,,Regular,82
162,.001,Positive Effect,"(-300, 0)",170,82-2,1,,"(-300, -84)",53,,Regular,82
162,.001,Positive Effect,"(-300, 125)",171,82-3,1,,"(-300, -84)",54,,Regular,82
162,.001,Negative Effect,"(-300, -250)",172,82-4,1,,"(-300, -84)",55,,Regular,82
162,.001,Positive Effect,"(300, -250)",173,82-5,1,,"(-300, -84)",56,,Regular,82
169,.001,Positive Effect,"(-300, 125)",171,82-6,1,,"(-300, -125)",57,,Regular,82
170,,Positive Effect,"(-300, 125)",171,82-7,1,,"(-300, 0)",58,,Regular,82
169,.001,Positive Effect,"(300, -250)",173,82-8,1,,"(-300, -125)",59,,Regular,82
170,.05,Positive Effect,"(300, -250)",173,82-9,1,,"(-300, 0)",60,,Regular,82
171,.001,Positive Effect,"(300, -250)",173,82-0,1,,"(-300, 125)",61,,Regular,82
172,,Negative Effect,"(300, -250)",173,82-1,1,,"(-300, -250)",62,,Regular,82
154,.05,Positive Effect,"(300, 0)",158,83-1,1,51879,"(300, -125)",63,"(200, -100)",Mediator,83
148,,Positive Effect,"(300, -125)",154,83-2,1,51879,"(-300, -250)",64,"(200, -100)",Mediator,83
151,,Positive Effect,"(300, -125)",154,83-2,1,51879,"(-300, 0)",65,"(200, -100)",Mediator,83
153,,Positive Effect,"(300, -125)",154,83-2,1,51879,"(-300, -250)",66,"(200, -100)",Mediator,83
149,,Positive Effect,"(300, -125)",154,83-2,1,51879,"(-300, -84)",67,"(200, -100)",Mediator,83
150,,Positive Effect,"(300, -125)",154,83-2,1,51879,"(-300, 82)",68,"(200, -100)",Mediator,83
152,,Positive Effect,"(300, -125)",154,83-2,1,51879,"(-300, -250)",69,"(200, -100)",Mediator,83
147,,Positive Effect,"(300, -125)",154,83-2,1,51879,"(-300, -125)",70,"(200, -100)",Mediator,83
156,.05,Positive Effect,"(300, 0)",158,83-3,1,51879,"(-300, 0)",71,"(200, -100)",Mediator,83
45923,.05,Positive Effect,"(-300, 50)",160,84-1,1,,"(200, -225)",72,,Regular,84
52096,.05,Positive Effect,"(-300, 50)",160,84-1,1,,"(200, -350)",73,,Regular,84
52096,,No Effect,"(-300, -150)",159,84-2,1,,"(200, -350)",74,,Regular,84
45923,,No Effect,"(-300, -150)",159,84-2,1,,"(200, -225)",75,,Regular,84
52096,.05,Positive Effect,"(300, 50)",161,84-3,1,,"(200, -350)",76,,Regular,84
45923,.05,Positive Effect,"(300, 50)",161,84-3,1,,"(200, -225)",77,,Regular,84
160,.05,Positive Effect,"(300, 50)",161,84-4,1,45923,"(-300, 50)",78,"(200, -225)",Mediator,84
160,.05,Positive Effect,"(300, 50)",161,84-4,1,52096,"(-300, 50)",79,"(200, -350)",Mediator,84
160,.05,No Effect,"(-300, -150)",159,84-5,1,52096,"(-300, 50)",80,"(200, -350)",Mediator,84
160,.05,No Effect,"(-300, -150)",159,84-5,1,45923,"(-300, 50)",81,"(200, -225)",Mediator,84
159,.05,No Effect,"(300, 50)",161,84-6,1,45923,"(-300, -150)",82,"(200, -225)",Mediator,84
159,.05,No Effect,"(300, 50)",161,84-6,1,52096,"(-300, -150)",83,"(200, -350)",Mediator,84
160,.05,Positive Effect,"(300, 50)",161,84-7,1,52096,"(-300, 50)",84,"(200, -350)",Mediator,84
160,.05,Positive Effect,"(300, 50)",161,84-7,1,45923,"(-300, 50)",85,"(200, -225)",Mediator,84
272,.01,Positive Effect,"(300, -250)",273,124-1,1,,"(-300, -250)",86,,Regular,124
271,.01,Positive Effect,"(300, -250)",273,124-2,1,,"(-300, -250)",87,,Regular,124
289,.01,Positive Effect,"(300, -250)",287,126-1,1,,"(300, -84)",88,,Regular,126
288,.01,Positive Effect,"(300, -250)",287,126-2,1,,"(300, -150)",89,,Regular,126
288,.01,Positive Effect,"(300, -84)",289,126-3,1,,"(300, -150)",90,,Regular,126
290,.01,Positive Effect,"(300, -250)",287,126-4,1,,"(300, 125)",91,,Regular,126
290,.01,Positive Effect,"(300, -84)",289,126-5,1,,"(300, 125)",92,,Regular,126
292,,Positive Effect,"(300, 125)",290,126-6,1,,"(-300, -150)",93,,Regular,126
291,.01,Positive Effect,"(300, 125)",290,126-7,1,,"(-300, -250)",94,,Regular,126
294,.01,Positive Effect,"(300, 125)",290,126-8,1,,"(-300, -250)",95,,Regular,126
293,.01,Positive Effect,"(300, 125)",290,126-9,1,,"(-300, 0)",96,,Regular,126
288,.01,Positive Effect,"(300, 125)",290,126-0,1,,"(300, -150)",97,,Regular,126
294,.01,Positive Effect,"(300, -150)",288,126-1,1,,"(-300, -250)",98,,Regular,126
292,.01,Positive Effect,"(300, -150)",288,126-2,1,,"(-300, -150)",99,,Regular,126
331,.001,Positive Effect,"(300, -250)",330,137-1,1,,"(300, 0)",100,,Regular,137
333,.001,Positive Effect,"(300, 0)",331,137-2,1,,"(-300, -84)",101,,Regular,137
332,.01,Positive Effect,"(300, 0)",331,137-3,1,,"(300, -84)",102,,Regular,137
332,.001,Positive Effect,"(300, -250)",330,137-4,1,,"(300, -84)",103,,Regular,137
333,.001,Positive Effect,"(300, -84)",332,137-5,1,,"(-300, -84)",104,,Regular,137
376,.001,Effect,"(300, 0)",410,144-1,1,,"(300, -50)",105,,Regular,144
374,.001,Effect,"(300, -50)",376,144-2a,1,,"(300, -150)",106,,Regular,144
374,.001,Effect,"(300, 0)",410,144-2b,1,,"(300, -150)",107,,Regular,144
383,,Effect,"(300, -150)",374,144-3a,1,,"(-300, -84)",108,,Regular,144
383,,Effect,"(300, -50)",376,144-3b,1,,"(-300, -84)",109,,Regular,144
384,,Effect,"(300, -150)",374,144-4a,1,,"(-300, -250)",110,,Regular,144
384,.05,Effect,"(300, -50)",376,144-4b,1,,"(-300, -250)",111,,Regular,144
395,.05,Effect,"(300, -150)",374,144-5a,1,,"(-300, 0)",112,,Regular,144
395,.05,Effect,"(300, -50)",376,144-5b,1,,"(-300, 0)",113,,Regular,144
397,.05,Effect,"(300, -150)",374,144-6a,1,,"(-300, -250)",114,,Regular,144
397,.05,Effect,"(300, -50)",376,144-6b,1,,"(-300, -250)",115,,Regular,144
400,.05,Effect,"(300, -150)",374,144-7a,1,,"(-300, -50)",116,,Regular,144
400,,Effect,"(300, -50)",376,144-7b,1,,"(-300, -50)",117,,Regular,144
45546,.05,Effect,"(300, -250)",416,146-1,1,,"(-300, -250)",118,,Regular,146
45546,.05,Effect,"(300, -250)",415,146-2,1,,"(-300, -250)",119,,Regular,146
45546,,Effect,"(300, 0)",411,146-3,1,,"(-300, -250)",120,,Regular,146
45546,,Effect,"(300, -250)",413,146-4,1,,"(-300, -250)",121,,Regular,146
588,.005,Positive Effect,"(300, 82)",601,173-1,1,,"(-300, -250)",122,,Regular,173
589,,Positive Effect,"(300, 82)",601,173-2,1,,"(-300, -250)",123,,Regular,173
591,.005,Negative Effect,"(300, 82)",601,173-3,1,,"(-300, 0)",124,,Regular,173
597,.005,Positive Effect,"(300, 82)",601,173-4,1,,"(-300, -250)",125,,Regular,173
598,.01,Positive Effect,"(300, 82)",601,173-5,1,,"(-300, -84)",126,,Regular,173
600,,Positive Effect,"(300, 82)",601,173-6,1,,"(-300, 82)",127,,Regular,173
23739,.05,Positive Effect,"(300, -250)",23754,6564-1,1,,"(-300, 105)",128,,Regular,6564
23756,.05,Positive Effect,"(300, 0)",23740,6564-2,1,,"(300, -84)",129,,Regular,6564
23743,.05,Positive Effect,"(300, 0)",23740,6564-3a,1,,"(-300, -250)",130,,Regular,6564
23743,.05,Positive Effect,"(-300, 105)",23739,6564-3a,1,,"(-300, -250)",131,,Regular,6564
23759,.05,Positive Effect,"(300, -84)",23756,6564-3b,1,,"(-300, 82)",132,,Regular,6564
23759,.05,Positive Effect,"(300, 82)",23755,6564-3b,1,,"(-300, 82)",133,,Regular,6564
23746,.05,Positive Effect,"(300, 165)",23741,6564-4a,1,,"(-300, 0)",134,,Regular,6564
23762,.05,Positive Effect,"(300, 34)",23757,6564-4b,1,,"(-300, 125)",135,,Regular,6564
23746,.05,Positive Effect,"(300, -179)",23745,6564-5a,1,,"(-300, 0)",136,,Regular,6564
23762,.05,Positive Effect,"(300, -37)",23761,6564-5b,1,,"(-300, 125)",137,,Regular,6564
23747,.05,Positive Effect,"(300, 165)",23741,6564-6a,1,,"(-300, -250)",138,,Regular,6564
23763,.05,Positive Effect,"(300, 34)",23757,6564-6b,1,,"(-300, -150)",139,,Regular,6564
23748,.05,Positive Effect,"(300, 165)",23741,6564-7a,1,,"(-300, -250)",140,,Regular,6564
23764,.05,Positive Effect,"(300, 34)",23757,6564-7b,1,,"(-300, -84)",141,,Regular,6564
23748,.05,Positive Effect,"(300, 105)",23744,6564-8a,1,,"(-300, -250)",142,,Regular,6564
23748,,Positive Effect,"(300, -179)",23745,6564-8a,1,,"(-300, -250)",143,,Regular,6564
23764,.05,Positive Effect,"(300, 176)",52638,6564-8b,1,,"(-300, -84)",144,,Regular,6564
23764,.01,Positive Effect,"(300, -37)",23761,6564-8b,1,,"(-300, -84)",145,,Regular,6564
23749,.01,Positive Effect,"(300, -179)",23745,6564-9a,1,,"(-300, -1)",146,,Regular,6564
23766,.05,Positive Effect,"(300, -37)",23761,6564-9b,1,,"(-300, 82)",147,,Regular,6564
23750,.05,Negative Effect,"(300, 165)",23741,6564-0a,1,,"(-300, -250)",148,,Regular,6564
23750,.01,Negative Effect,"(300, -37)",23761,6564-0b,1,,"(-300, -250)",149,,Regular,6564
23751,,Positive Effect,"(300, -179)",23745,6564-1,1,,"(-300, -179)",150,,Regular,6564
23768,.05,Positive Effect,"(300, -37)",23761,6564-2,1,,"(-300, -108)",151,,Regular,6564
23767,.05,Positive Effect,"(300, -37)",23761,6564-3,1,,"(-300, -37)",152,,Regular,6564
23765,.05,Positive Effect,"(300, 34)",23757,6564-4,1,,"(-300, 34)",153,,Regular,6564
23739,.05,Positive Effect,"(300, 105)",23744,6564-5a,1,,"(-300, 105)",154,,Regular,6564
23769,.05,Positive Effect,"(300, 176)",52638,6564-5b,1,,"(-300, 176)",155,,Regular,6564
61678,.05,Negative Effect,"(300, -125)",61680,12085-1a,1,,"(-200, -350)",156,,Regular,12085
61677,.01,Negative Effect,"(300, -125)",61680,12085-1b,1,,"(-200, -184)",157,,Regular,12085
61676,.01,Positive Effect,"(300, -125)",61680,12085-2,1,,"(-300, -125)",158,,Regular,12085
61665,.01,Effect,"(300, -125)",61680,12085-3,1,61676,"(-300, 82)",159,"(-300, -125)",Moderator,12085
61665,.01,Effect,"(300, -125)",61680,12085-4,1,61678,"(-300, 82)",160,"(-200, -350)",Moderator,12085
61665,.01,Effect,"(300, -125)",61680,12085-4,1,61677,"(-300, 82)",161,"(-200, -184)",Moderator,12085
61676,.05,Positive Effect,"(300, -125)",61680,12085-5a,1,61678,"(-300, -125)",162,"(-200, -350)",Moderator,12085
61676,.01,Positive Effect,"(300, -125)",61680,12085-6a,1,61677,"(-300, -125)",163,"(-200, -184)",Moderator,12085
2066,.001,Positive Effect,"(300, -250)",51799,879-1,1,,"(-300, 0)",164,,Regular,879
2066,.001,Positive Effect,"(300, -250)",51800,879-1,1,,"(-300, 0)",165,,Regular,879
2066,.001,Positive Effect,"(300, 0)",51801,879-1,1,,"(-300, 0)",166,,Regular,879
2067,.001,Positive Effect,"(300, -250)",51798,879-2,1,,"(-300, -250)",167,,Regular,879
2068,.01,Positive Effect,"(300, -84)",51797,879-3,1,,"(-300, -84)",168,,Regular,879
51810,,Positive Effect,"(300, 119)",51806,881-1,1,,"(-300, -168)",169,,Regular,881
51810,.01,Positive Effect,"(300, -125)",51808,881-1,1,,"(-300, -168)",170,,Regular,881
51810,.001,Negative Effect,"(300, 168)",51807,881-1,1,,"(-300, -168)",171,,Regular,881
51810,.05,Negative Effect,"(300, 54)",51809,881-1,1,,"(-300, -168)",172,,Regular,881
51810,.01,Positive Effect,"(300, 92)",51804,881-1,1,,"(-300, -168)",173,,Regular,881
51810,.001,Positive Effect,"(300, 130)",51805,881-1,1,,"(-300, -168)",174,,Regular,881
51802,,Positive Effect,"(300, 119)",51806,881-1,1,,"(-300, 201)",175,,Regular,881
51802,.05,Positive Effect,"(300, -125)",51808,881-1,1,,"(-300, 201)",176,,Regular,881
51802,,Negative Effect,"(300, 168)",51807,881-1,1,,"(-300, 201)",177,,Regular,881
51802,.01,Positive Effect,"(300, 54)",51809,881-1,1,,"(-300, 201)",178,,Regular,881
51802,.05,Positive Effect,"(300, 92)",51804,881-1,1,,"(-300, 201)",179,,Regular,881
51802,.05,Positive Effect,"(300, 130)",51805,881-1,1,,"(-300, 201)",180,,Regular,881
2061,,Positive Effect,"(300, 168)",51807,881-1,1,,"(-300, 168)",181,,Regular,881
2061,.05,Negative Effect,"(300, 54)",51809,881-1,1,,"(-300, 168)",182,,Regular,881
2061,.05,Positive Effect,"(300, 92)",51804,881-1,1,,"(-300, 168)",183,,Regular,881
51813,,Negative Effect,"(300, 54)",51809,881-2,1,,"(-200, -350)",184,,Regular,881
51813,,Negative Effect,"(300, 92)",51804,881-2,1,,"(-200, -350)",185,,Regular,881
51813,,Negative Effect,"(300, 130)",51805,881-2,1,,"(-200, -350)",186,,Regular,881
51813,,Negative Effect,"(300, 119)",51806,881-2,1,,"(-200, -350)",187,,Regular,881
51813,,Negative Effect,"(300, 168)",51807,881-2,1,,"(-200, -350)",188,,Regular,881
51814,,Positive Effect,"(300, 54)",51809,881-2,1,,"(-200, -66)",189,,Regular,881
51814,,Positive Effect,"(300, 92)",51804,881-2,1,,"(-200, -66)",190,,Regular,881
51814,,Positive Effect,"(300, 130)",51805,881-2,1,,"(-200, -66)",191,,Regular,881
51814,,Positive Effect,"(300, 119)",51806,881-2,1,,"(-200, -66)",192,,Regular,881
51814,,Positive Effect,"(300, 168)",51807,881-2,1,,"(-200, -66)",193,,Regular,881
51815,,Positive Effect,"(300, 54)",51809,881-2,1,,"(-200, -288)",194,,Regular,881
51815,,Positive Effect,"(300, 92)",51804,881-2,1,,"(-200, -288)",195,,Regular,881
51815,,Positive Effect,"(300, 130)",51805,881-2,1,,"(-200, -288)",196,,Regular,881
51815,,Positive Effect,"(300, 119)",51806,881-2,1,,"(-200, -288)",197,,Regular,881
51815,,Positive Effect,"(300, 168)",51807,881-2,1,,"(-200, -288)",198,,Regular,881
51810,,Effect,"(300, 119)",51806,881-3,1,51813,"(-300, -168)",199,"(-200, -350)",Moderator,881
51810,,Effect,"(300, 168)",51807,881-3,1,51813,"(-300, -168)",200,"(-200, -350)",Moderator,881
51810,,Effect,"(300, 54)",51809,881-3,1,51813,"(-300, -168)",201,"(-200, -350)",Moderator,881
51810,,Effect,"(300, 119)",51806,881-3,1,51814,"(-300, -168)",202,"(-200, -66)",Moderator,881
51810,,Effect,"(300, 168)",51807,881-3,1,51814,"(-300, -168)",203,"(-200, -66)",Moderator,881
51810,,Effect,"(300, 54)",51809,881-3,1,51814,"(-300, -168)",204,"(-200, -66)",Moderator,881
51810,,Effect,"(300, 119)",51806,881-3,1,51815,"(-300, -168)",205,"(-200, -288)",Moderator,881
51810,,Effect,"(300, 168)",51807,881-3,1,51815,"(-300, -168)",206,"(-200, -288)",Moderator,881
51810,,Effect,"(300, 54)",51809,881-3,1,51815,"(-300, -168)",207,"(-200, -288)",Moderator,881
51802,,Effect,"(300, 119)",51806,881-3,1,51813,"(-300, 201)",208,"(-200, -350)",Moderator,881
51802,,Effect,"(300, 168)",51807,881-3,1,51813,"(-300, 201)",209,"(-200, -350)",Moderator,881
51802,,Effect,"(300, 54)",51809,881-3,1,51813,"(-300, 201)",210,"(-200, -350)",Moderator,881
51802,,Effect,"(300, 119)",51806,881-3,1,51814,"(-300, 201)",211,"(-200, -66)",Moderator,881
51802,,Effect,"(300, 168)",51807,881-3,1,51814,"(-300, 201)",212,"(-200, -66)",Moderator,881
51802,,Effect,"(300, 54)",51809,881-3,1,51814,"(-300, 201)",213,"(-200, -66)",Moderator,881
51802,,Effect,"(300, 119)",51806,881-3,1,,"(-300, 201)",214,"(200, -350)",Moderator,881
51802,,Effect,"(300, 168)",51807,881-3,1,,"(-300, 201)",215,"(200, -350)",Moderator,881
51802,.05,Effect,"(300, 54)",51809,881-3,1,,"(-300, 201)",216,"(200, -350)",Moderator,881
2061,,Effect,"(300, 54)",51809,881-3,1,51813,"(-300, 168)",217,"(-200, -350)",Moderator,881
2061,,Effect,"(300, 92)",51804,881-3,1,51813,"(-300, 168)",218,"(-200, -350)",Moderator,881
2061,,Effect,"(300, 130)",51805,881-3,1,51813,"(-300, 168)",219,"(-200, -350)",Moderator,881
2061,,Effect,"(300, 168)",51807,881-3,1,51813,"(-300, 168)",220,"(-200, -350)",Moderator,881
2061,,Effect,"(300, 54)",51809,881-3,1,51814,"(-300, 168)",221,"(-200, -66)",Moderator,881
2061,,Effect,"(300, 92)",51804,881-3,1,51814,"(-300, 168)",222,"(-200, -66)",Moderator,881
2061,,Effect,"(300, 130)",51805,881-3,1,51814,"(-300, 168)",223,"(-200, -66)",Moderator,881
2061,.05,Effect,"(300, 168)",51807,881-3,1,51814,"(-300, 168)",224,"(-200, -66)",Moderator,881
2061,,Effect,"(300, 54)",51809,881-3,1,51815,"(-300, 168)",225,"(-200, -288)",Moderator,881
2061,,Effect,"(300, 92)",51804,881-3,1,51815,"(-300, 168)",226,"(-200, -288)",Moderator,881
2061,,Effect,"(300, 130)",51805,881-3,1,51815,"(-300, 168)",227,"(-200, -288)",Moderator,881
2061,,Effect,"(300, 168)",51807,881-3,1,51815,"(-300, 168)",228,"(-200, -288)",Moderator,881
51810,,Effect,"(300, 119)",51806,881-4,1,51812,"(-300, -168)",229,"(-200, -170)",Moderator,881
51810,,Effect,"(300, 168)",51807,881-4,1,51812,"(-300, -168)",230,"(-200, -170)",Moderator,881
51810,,Effect,"(300, 54)",51809,881-4,1,51812,"(-300, -168)",231,"(-200, -170)",Moderator,881
51810,,Effect,"(300, 119)",51806,881-4,1,51812,"(-300, -168)",232,"(-200, -170)",Moderator,881
51810,,Effect,"(300, 168)",51807,881-4,1,51812,"(-300, -168)",233,"(-200, -170)",Moderator,881
51810,,Effect,"(300, 54)",51809,881-4,1,51812,"(-300, -168)",234,"(-200, -170)",Moderator,881
51810,,Effect,"(300, 119)",51806,881-4,1,51812,"(-300, -168)",235,"(-200, -170)",Moderator,881
51810,,Effect,"(300, 168)",51807,881-4,1,51812,"(-300, -168)",236,"(-200, -170)",Moderator,881
51810,,Effect,"(300, 54)",51809,881-4,1,51812,"(-300, -168)",237,"(-200, -170)",Moderator,881
51802,,Effect,"(300, 119)",51806,881-4,1,51812,"(-300, 201)",238,"(-200, -170)",Moderator,881
51802,,Effect,"(300, 168)",51807,881-4,1,51812,"(-300, 201)",239,"(-200, -170)",Moderator,881
51802,,Effect,"(300, 54)",51809,881-4,1,51812,"(-300, 201)",240,"(-200, -170)",Moderator,881
51802,,Effect,"(300, 119)",51806,881-4,1,51812,"(-300, 201)",241,"(-200, -170)",Moderator,881
51802,,Effect,"(300, 168)",51807,881-4,1,51812,"(-300, 201)",242,"(-200, -170)",Moderator,881
51802,,Effect,"(300, 54)",51809,881-4,1,51812,"(-300, 201)",243,"(-200, -170)",Moderator,881
51802,,Effect,"(300, 119)",51806,881-4,1,51812,"(-300, 201)",244,"(-200, -170)",Moderator,881
51802,,Effect,"(300, 168)",51807,881-4,1,51812,"(-300, 201)",245,"(-200, -170)",Moderator,881
51802,,Effect,"(300, 54)",51809,881-4,1,51812,"(-300, 201)",246,"(-200, -170)",Moderator,881
2061,,Effect,"(300, 54)",51809,881-4,1,51812,"(-300, 168)",247,"(-200, -170)",Moderator,881
2061,,Effect,"(300, 92)",51804,881-4,1,51812,"(-300, 168)",248,"(-200, -170)",Moderator,881
2061,,Effect,"(300, 130)",51805,881-4,1,51812,"(-300, 168)",249,"(-200, -170)",Moderator,881
2061,,Effect,"(300, 168)",51807,881-4,1,51812,"(-300, 168)",250,"(-200, -170)",Moderator,881
2061,,Effect,"(300, 54)",51809,881-4,1,51812,"(-300, 168)",251,"(-200, -170)",Moderator,881
2061,,Effect,"(300, 92)",51804,881-4,1,51812,"(-300, 168)",252,"(-200, -170)",Moderator,881
2061,,Effect,"(300, 130)",51805,881-4,1,51812,"(-300, 168)",253,"(-200, -170)",Moderator,881
2061,,Effect,"(300, 168)",51807,881-4,1,51812,"(-300, 168)",254,"(-200, -170)",Moderator,881
2061,,Effect,"(300, 54)",51809,881-4,1,51812,"(-300, 168)",255,"(-200, -170)",Moderator,881
2061,,Effect,"(300, 92)",51804,881-4,1,51812,"(-300, 168)",256,"(-200, -170)",Moderator,881
2061,,Effect,"(300, 130)",51805,881-4,1,51812,"(-300, 168)",257,"(-200, -170)",Moderator,881
2061,,Effect,"(300, 168)",51807,881-4,1,51812,"(-300, 168)",258,"(-200, -170)",Moderator,881
51820,.05,Effect,"(300, -250)",51845,882-1,1,,"(300, -50)",259,,Regular,882
51820,.05,Effect,"(300, -250)",51847,882-1,1,,"(300, -50)",260,,Regular,882
51849,.01,Positive Effect,"(300, -50)",51820,882-2,1,,"(-300, 0)",261,,Regular,882
51851,.05,Effect,"(300, -50)",51820,882-2,1,,"(-300, -250)",262,,Regular,882
51852,.05,Effect,"(300, -50)",51820,882-3,1,,"(-300, -84)",263,,Regular,882
51853,.01,Effect,"(300, -50)",51820,882-4,1,,"(-300, 82)",264,,Regular,882
51855,.05,No Effect,"(300, -50)",51820,882-5,1,,"(-300, -250)",265,,Regular,882
51854,.05,No Effect,"(300, -50)",51820,882-6,1,,"(-300, -125)",266,,Regular,882
51856,.05,Negative Effect,"(300, -50)",51820,882-7,1,,"(-300, 0)",267,,Regular,882
51848,.05,Effect,"(300, -50)",51820,882-8,1,,"(-300, 125)",268,,Regular,882
51861,.05,Effect,"(300, -50)",51820,882-1,1,,"(-300, -250)",269,,Regular,882
51860,.05,Effect,"(300, -50)",51820,882-1,1,,"(-300, -150)",270,,Regular,882
51863,,Effect,"(300, -50)",51820,882-2,1,,"(-300, -50)",271,,Regular,882
51961,.05,Positive Effect,"(300, 0)",51962,884-1,1,52040,"(-300, -250)",282,"(-200, -350)",Moderator,884
51961,.05,Positive Effect,"(300, -250)",51963,884-1,1,52040,"(-300, -250)",283,"(-200, -350)",Moderator,884
