Independent,P-Value,Relationship,DepPos,Dependent,Hypothesis ID,Supported,Mediator/Moderator,IndPos,Relationship ID,MidPos,Type,Source ID
21088,,Effect,"(300, 0)",21081,6181-4,1,21092,"(-300, 0)",1032,,Regular,6181
21374,.05,Effect,"(300, 150)",21363,6182-1,1,,"(-300, -250)",1033,,Regular,6182
21375,.05,Effect,"(300, 150)",21363,6182-1,1,,"(-300, -167)",1034,,Regular,6182
21376,,Effect,"(300, 150)",21363,6182-1,1,,"(-300, -84)",1035,,Regular,6182
21374,,Effect,"(300, -150)",21364,6182-2,1,,"(-300, -250)",1036,,Regular,6182
21375,,Effect,"(300, -150)",21364,6182-2,1,,"(-300, -167)",1037,,Regular,6182
21376,,Effect,"(300, -150)",21364,6182-2,1,,"(-300, -84)",1038,,Regular,6182
21374,,Effect,"(300, -84)",50267,6182-2,1,,"(-300, -250)",1039,,Regular,6182
21375,,Effect,"(300, -84)",50267,6182-2,1,,"(-300, -167)",1040,,Regular,6182
21376,,Effect,"(300, -84)",50267,6182-2,1,,"(-300, -84)",1041,,Regular,6182
21374,,Effect,"(300, -150)",21364,6182-3,1,50268,"(-300, -250)",1042,"(200, -100)",Mediator,6182
21375,,Effect,"(300, -150)",21364,6182-3,1,50268,"(-300, -167)",1043,"(200, -100)",Mediator,6182
21376,,Effect,"(300, -150)",21364,6182-3,1,50268,"(-300, -84)",1044,"(200, -100)",Mediator,6182
21374,.05,No Effect,"(300, 150)",21363,6182-3,1,50268,"(-300, -250)",1045,"(200, -100)",Mediator,6182
21375,.05,No Effect,"(300, 150)",21363,6182-3,1,50268,"(-300, -167)",1046,"(200, -100)",Mediator,6182
21376,.05,No Effect,"(300, 150)",21363,6182-3,1,50268,"(-300, -84)",1047,"(200, -100)",Mediator,6182
21374,.01,No Effect,"(300, -84)",50267,6182-3,1,50268,"(-300, -250)",1048,"(200, -100)",Mediator,6182
21375,.01,No Effect,"(300, -84)",50267,6182-3,1,50268,"(-300, -167)",1049,"(200, -100)",Mediator,6182
21376,.01,No Effect,"(300, -84)",50267,6182-3,1,50268,"(-300, -84)",1050,"(200, -100)",Mediator,6182
27544,.05,Effect,"(300, -50)",27545,6186-1,1,,"(300, 150)",1051,,Regular,6186
27544,.05,Effect,"(300, 50)",27546,6186-1,1,,"(300, 150)",1052,,Regular,6186
27545,.05,Effect,"(300, 150)",27544,6186-1,1,,"(300, -50)",1053,,Regular,6186
27547,,Effect,"(300, -50)",27545,6186-2,1,,"(-300, 82)",1054,,Regular,6186
27547,.05,Effect,"(300, 50)",27546,6186-2,1,,"(-300, 82)",1055,,Regular,6186
27547,,Effect,"(300, 150)",27544,6186-2,1,,"(-300, 82)",1056,,Regular,6186
27548,,Effect,"(300, -50)",27545,6186-3,1,,"(-300, 0)",1057,,Regular,6186
27548,.05,Effect,"(300, 50)",27546,6186-3,1,,"(-300, 0)",1058,,Regular,6186
27548,,Effect,"(300, 150)",27544,6186-3,1,,"(-300, 0)",1059,,Regular,6186
27549,,Effect,"(300, -50)",27545,6186-4,1,,"(-300, -150)",1060,,Regular,6186
27549,,Effect,"(300, 50)",27546,6186-4,1,,"(-300, -150)",1061,,Regular,6186
27549,,Effect,"(300, 150)",27544,6186-4,1,,"(-300, -150)",1062,,Regular,6186
27550,,Effect,"(300, -50)",27545,6186-5,1,,"(-300, 150)",1063,,Regular,6186
27550,,Effect,"(300, 50)",27546,6186-5,1,,"(-300, 150)",1064,,Regular,6186
27550,,Effect,"(300, 150)",27544,6186-5,1,,"(-300, 150)",1065,,Regular,6186
50856,.001,Effect,"(300, -50)",21275,6187-3,1,,"(-300, -250)",1066,,Regular,6187
50856,.001,Effect,"(300, -150)",21273,6187-3,1,,"(-300, -250)",1067,,Regular,6187
21273,,Effect,"(300, -50)",21275,6187-4,1,,"(300, -150)",1068,,Regular,6187
21273,.003,Effect,"(300, -50)",21275,6187-5,1,,"(300, -150)",1069,,Regular,6187
21275,.003,Effect,,21275,6187-5,1,,"(300, -50)",1070,,Regular,6187
50827,.01,Effect,"(300, -50)",21275,6187-7,1,,"(-300, -250)",1071,,Regular,6187
50827,,Effect,"(300, -150)",21273,6187-7,1,,"(-300, -250)",1072,,Regular,6187
50829,.05,Effect,"(300, -50)",21275,6187-7,1,,"(-300, 0)",1073,,Regular,6187
50829,.05,Effect,"(300, -150)",21273,6187-7,1,,"(-300, 0)",1074,,Regular,6187
50833,,Effect,"(300, -50)",21275,6187-7,1,,"(-300, -250)",1075,,Regular,6187
50833,,Effect,"(300, -150)",21273,6187-7,1,,"(-300, -250)",1076,,Regular,6187
50845,,Effect,"(300, -150)",21273,6187-8,1,,"(-300, -150)",1077,,Regular,6187
50848,.001,Effect,"(300, -50)",21275,6187-8,1,,"(-300, -50)",1078,,Regular,6187
21300,,Positive Effect,"(300, -125)",21306,6188-1,1,,"(-300, -84)",1079,,Regular,6188
21303,,Positive Effect,"(300, -125)",21306,6188-2,1,,"(-300, 82)",1080,,Regular,6188
21300,,Positive Effect,"(-300, 82)",21303,6188-3,1,,"(-300, -84)",1081,,Regular,6188
21300,.05,Effect,"(-300, 82)",21303,6188-4,1,60800,"(-300, -84)",1082,"(-200, -350)",Moderator,6188
21300,.05,Effect,"(300, -125)",21306,6188-5,1,60800,"(-300, -84)",1083,,Regular,6188
21303,,Effect,"(300, -125)",21306,6188-6,1,60800,"(-300, 82)",1084,,Regular,6188
21309,,Positive Effect,"(300, -125)",21306,6188-7,1,,"(-300, -250)",1085,,Regular,6188
21310,,Positive Effect,"(300, -125)",21306,6188-8,1,,"(-300, -125)",1086,,Regular,6188
51341,.01,Negative Effect,"(300, 150)",21419,6190-1a,1,,"(-300, 125)",1087,,Regular,6190
51343,.01,Negative Effect,"(300, 150)",21419,6190-1a,1,,"(-200, -250)",1088,,Regular,6190
51339,.01,Negative Effect,"(300, 150)",21419,6190-1a,1,,"(-300, -150)",1089,,Regular,6190
51341,.01,Negative Effect,"(300, -84)",21420,6190-1b,1,,"(-300, 125)",1090,,Regular,6190
51343,.01,Negative Effect,"(300, -84)",21420,6190-1b,1,,"(-200, -250)",1091,,Regular,6190
51339,.01,Negative Effect,"(300, -84)",21420,6190-1b,1,,"(-300, -150)",1092,,Regular,6190
51341,.01,Positive Effect,"(300, 165)",21421,6190-1c,1,,"(-300, 125)",1093,,Regular,6190
51343,.01,Positive Effect,"(300, 165)",21421,6190-1c,1,,"(-200, -250)",1094,,Regular,6190
51339,.01,Positive Effect,"(300, 165)",21421,6190-1c,1,,"(-300, -150)",1095,,Regular,6190
51341,.01,Positive Effect,"(300, -108)",21422,6190-1d,1,,"(-300, 125)",1096,,Regular,6190
51343,.01,Positive Effect,"(300, -108)",21422,6190-1d,1,,"(-200, -250)",1097,,Regular,6190
51339,.01,Positive Effect,"(300, -108)",21422,6190-1d,1,,"(-300, -150)",1098,,Regular,6190
51352,,Negative Effect,"(300, 150)",21419,6190-2a,1,51343,"(-300, -250)",1099,"(-200, -250)",Moderator,6190
51357,,Negative Effect,"(300, 150)",21419,6190-2a,1,51343,"(-300, -179)",1100,"(-200, -250)",Moderator,6190
51355,,Negative Effect,"(300, 150)",21419,6190-2a,1,51343,"(-300, -108)",1101,"(-200, -250)",Moderator,6190
51352,,Negative Effect,"(300, -84)",21420,6190-2b,1,51343,"(-300, -250)",1102,"(-200, -250)",Moderator,6190
51357,,Negative Effect,"(300, -84)",21420,6190-2b,1,51343,"(-300, -179)",1103,"(-200, -250)",Moderator,6190
51355,,Negative Effect,"(300, -84)",21420,6190-2b,1,51343,"(-300, -108)",1104,"(-200, -250)",Moderator,6190
51352,,Positive Effect,"(300, 165)",21421,6190-2c,1,51343,"(-300, -250)",1105,"(-200, -250)",Moderator,6190
51357,,Positive Effect,"(300, 165)",21421,6190-2c,1,51343,"(-300, -179)",1106,"(-200, -250)",Moderator,6190
51355,,Positive Effect,"(300, 165)",21421,6190-2c,1,51343,"(-300, -108)",1107,"(-200, -250)",Moderator,6190
51352,,Positive Effect,"(300, -108)",21422,6190-2d,1,51343,"(-300, -250)",1108,"(-200, -250)",Moderator,6190
51357,,Positive Effect,"(300, -108)",21422,6190-2d,1,51343,"(-300, -179)",1109,"(-200, -250)",Moderator,6190
51355,,Positive Effect,"(300, -108)",21422,6190-2d,1,51343,"(-300, -108)",1110,"(-200, -250)",Moderator,6190
24121,,Positive Effect,"(300, -250)",24132,6589-1,1,,"(-300, 165)",1111,,Regular,6589
50591,,Positive Effect,"(300, -250)",24132,6589-1,1,,"(-300, -250)",1112,,Regular,6589
24121,.05,Positive Effect,"(-300, 105)",24122,6589-2,1,,"(-300, 165)",1113,,Regular,6589
50591,.05,Positive Effect,"(-300, 105)",24122,6589-2,1,,"(-300, -250)",1114,,Regular,6589
24121,.05,Positive Effect,"(300, 82)",24123,6589-3,1,,"(-300, 165)",1115,,Regular,6589
50591,.05,Positive Effect,"(300, 82)",24123,6589-3,1,,"(-300, -250)",1116,,Regular,6589
24121,.05,Positive Effect,"(300, -179)",24131,6589-4,1,,"(-300, 165)",1117,,Regular,6589
50591,.05,Positive Effect,"(300, -179)",24131,6589-4,1,,"(-300, -250)",1118,,Regular,6589
24121,.05,Positive Effect,"(300, -108)",24129,6589-4,1,,"(-300, 165)",1119,,Regular,6589
50591,.05,Positive Effect,"(300, -108)",24129,6589-4,1,,"(-300, -250)",1120,,Regular,6589
24121,,Positive Effect,"(300, -37)",24130,6589-4,1,,"(-300, 165)",1121,,Regular,6589
50591,,Positive Effect,"(300, -37)",24130,6589-4,1,,"(-300, -250)",1122,,Regular,6589
24121,.05,Positive Effect,"(300, 34)",24127,6589-4,1,,"(-300, 165)",1123,,Regular,6589
50591,.05,Positive Effect,"(300, 34)",24127,6589-4,1,,"(-300, -250)",1124,,Regular,6589
24121,.05,Positive Effect,"(300, 105)",24128,6589-4,1,,"(-300, 165)",1125,,Regular,6589
50591,.05,Positive Effect,"(300, 105)",24128,6589-4,1,,"(-300, -250)",1126,,Regular,6589
24121,.05,Positive Effect,"(300, -84)",24126,6589-5,1,,"(-300, 165)",1127,,Regular,6589
50591,.05,Positive Effect,"(300, -84)",24126,6589-5,1,,"(-300, -250)",1128,,Regular,6589
24121,.1,Positive Effect,"(300, 82)",24124,6589-5,1,,"(-300, 165)",1129,,Regular,6589
50591,.1,Positive Effect,"(300, 82)",24124,6589-5,1,,"(-300, -250)",1130,,Regular,6589
24121,.05,Positive Effect,"(300, -250)",24125,6589-5,1,,"(-300, 165)",1131,,Regular,6589
50591,.05,Positive Effect,"(300, -250)",24125,6589-5,1,,"(-300, -250)",1132,,Regular,6589
24122,.01,Positive Effect,"(300, -179)",24131,6589-6,1,,"(-300, 105)",1133,,Regular,6589
24122,.01,Positive Effect,"(300, -108)",24129,6589-6,1,,"(-300, 105)",1134,,Regular,6589
24122,.01,Positive Effect,"(300, -37)",24130,6589-6,1,,"(-300, 105)",1135,,Regular,6589
24122,.01,Positive Effect,"(300, 34)",24127,6589-6,1,,"(-300, 105)",1136,,Regular,6589
24122,.01,Positive Effect,"(300, 105)",24128,6589-6,1,,"(-300, 105)",1137,,Regular,6589
23774,.05,Positive Effect,"(-300, 125)",23776,6590-1,1,23773,"(-200, -350)",1138,"(-200, -100)",Moderator,6590
23774,.05,Positive Effect,"(-300, -250)",23777,6590-1,1,23773,"(-200, -350)",1139,"(-200, -100)",Moderator,6590
23776,.05,Positive Effect,"(-300, -250)",23777,6590-2,1,23773,"(-300, 125)",1140,"(-200, -100)",Moderator,6590
23776,.05,Positive Effect,"(-300, -250)",23777,6590-2,1,23774,"(-300, 125)",1141,"(-200, -350)",Moderator,6590
23777,.05,Positive Effect,"(-300, 125)",23776,6590-2,1,23773,"(-300, -250)",1142,"(-200, -100)",Moderator,6590
23777,.05,Positive Effect,"(-300, 125)",23776,6590-2,1,23774,"(-300, -250)",1143,"(-200, -350)",Moderator,6590
23775,.05,Positive Effect,"(-200, -350)",23774,6590-3,1,23773,"(-300, 0)",1144,"(-200, -100)",Moderator,6590
23775,.05,Positive Effect,"(-300, 125)",23776,6590-3,1,23773,"(-300, 0)",1145,"(-200, -100)",Moderator,6590
23775,.05,Positive Effect,"(-300, -250)",23777,6590-3,1,23773,"(-300, 0)",1146,"(-200, -100)",Moderator,6590
23776,.05,Positive Effect,"(300, 125)",23779,6590-4,1,23774,"(-300, 125)",1147,"(-200, -350)",Moderator,6590
23777,.05,Positive Effect,"(300, -250)",23778,6590-4,1,23774,"(-300, -250)",1148,"(-200, -350)",Moderator,6590
51188,.05,Positive Effect,"(300, -250)",51185,6591-1,1,,"(-300, -250)",1149,,Regular,6591
51187,.05,Negative Effect,"(300, -250)",51185,6591-1,1,,"(-300, -125)",1150,,Regular,6591
51188,.1,Positive Effect,"(300, -179)",23780,6591-1,1,,"(-300, -250)",1151,,Regular,6591
51187,.1,Negative Effect,"(300, -179)",23780,6591-1,1,,"(-300, -125)",1152,,Regular,6591
51188,,Positive Effect,"(300, 150)",23781,6591-2,1,,"(-300, -250)",1153,,Regular,6591
51187,,Negative Effect,"(300, 150)",23781,6591-2,1,,"(-300, -125)",1154,,Regular,6591
51188,.05,Positive Effect,"(300, 165)",23783,6591-3,1,,"(-300, -250)",1155,,Regular,6591
51187,.05,Negative Effect,"(300, 165)",23783,6591-3,1,,"(-300, -125)",1156,,Regular,6591
51185,.05,Positive Effect,"(300, 150)",23781,6591-4,1,,"(300, -250)",1157,,Regular,6591
51185,.05,Positive Effect,"(300, 165)",23783,6591-5,1,,"(300, -250)",1158,,Regular,6591
23780,.05,Positive Effect,"(300, 165)",23783,6591-5,1,,"(300, -179)",1159,,Regular,6591
23781,,Positive Effect,"(300, 165)",23783,6591-6,1,,"(300, 150)",1160,,Regular,6591
23782,.1,Positive Effect,"(300, -250)",51185,6591-7,1,,"(-300, -250)",1161,,Regular,6591
23782,.05,Positive Effect,"(300, -179)",23780,6591-7,1,,"(-300, -250)",1162,,Regular,6591
23782,,Positive Effect,"(300, 150)",23781,6591-8,1,,"(-300, -250)",1163,,Regular,6591
23782,.05,Positive Effect,"(300, 165)",23783,6591-9,1,,"(-300, -250)",1164,,Regular,6591
23784,.05,Negative Effect,"(300, -250)",51185,6591-0a,1,,"(-300, 165)",1165,,Regular,6591
23784,.05,Negative Effect,"(300, -179)",23780,6591-0a,1,,"(-300, 165)",1166,,Regular,6591
51185,.05,Negative Effect,"(-300, 165)",23784,6591-0b,1,,"(300, -250)",1167,,Regular,6591
23780,.05,Negative Effect,"(-300, 165)",23784,6591-0b,1,,"(300, -179)",1168,,Regular,6591
23784,.05,Negative Effect,"(300, 165)",23783,6591-0c,1,,"(-300, 165)",1169,,Regular,6591
60760,.05,Effect,"(300, -250)",51185,6591-1,1,,"(-300, -179)",1170,,Regular,6591
60760,.05,Effect,"(300, -179)",23780,6591-1,1,,"(-300, -179)",1171,,Regular,6591
51231,.002,Effect,"(300, -250)",23785,6657-1,1,,"(-300, -250)",1172,,Regular,6657
51231,.05,Negative Effect,"(300, -250)",23786,6657-2,1,,"(-300, -250)",1173,,Regular,6657
23815,.05,Effect,"(-300, 165)",23831,6658-2,1,,"(-300, -250)",1174,,Regular,6658
23816,.002,Effect,"(-300, 165)",23831,6658-3,1,,"(-300, -250)",1175,,Regular,6658
23817,.02,Effect,"(-300, 165)",23831,6658-4,1,,"(-300, 0)",1176,,Regular,6658
23818,,Effect,"(-300, 165)",23831,6658-5,1,,"(-300, -250)",1177,,Regular,6658
23821,.03,Effect,"(-300, 165)",23831,6658-6,1,,"(-300, -84)",1178,,Regular,6658
23819,,Effect,"(-300, 165)",23831,6658-7,1,,"(-300, 82)",1179,,Regular,6658
23820,.008,Effect,"(-300, 165)",23831,6658-8,1,,"(-300, -250)",1180,,Regular,6658
23822,.001,Effect,"(-300, 165)",23831,6658-9,1,,"(-300, -125)",1181,,Regular,6658
50784,.0001,Effect,"(-300, 165)",23831,6658-0,1,,"(-300, 0)",1182,,Regular,6658
23825,.0001,Effect,"(300, 150)",23832,6658-1,1,,"(300, 82)",1183,,Regular,6658
23826,.0001,Effect,"(300, 150)",23832,6658-1,1,,"(300, 165)",1184,,Regular,6658
23825,.0001,Effect,"(300, -167)",23833,6658-1,1,,"(300, 82)",1185,,Regular,6658
23826,.0001,Effect,"(300, -167)",23833,6658-1,1,,"(300, 165)",1186,,Regular,6658
23827,.0001,Effect,"(300, 150)",23832,6658-2,1,,"(300, -1)",1187,,Regular,6658
23828,.0001,Effect,"(300, 150)",23832,6658-2,1,,"(300, -84)",1188,,Regular,6658
23827,.0001,Effect,"(300, -167)",23833,6658-2,1,,"(300, -1)",1189,,Regular,6658
23828,.0001,Effect,"(300, -167)",23833,6658-2,1,,"(300, -84)",1190,,Regular,6658
23831,,Effect,"(300, -84)",23828,6658-3,1,,"(-300, 165)",1191,,Regular,6658
23831,,Effect,"(300, -1)",23827,6658-3,1,,"(-300, 165)",1192,,Regular,6658
23831,,Effect,"(300, 82)",23825,6658-3,1,,"(-300, 165)",1193,,Regular,6658
23831,,Effect,"(300, 165)",23826,6658-3,1,,"(-300, 165)",1194,,Regular,6658
23887,,Positive Effect,"(300, 150)",23878,6660-1a,1,,"(-300, -50)",1195,,Regular,6660
23888,,Positive Effect,"(300, 150)",23878,6660-1a,1,,"(-300, 50)",1196,,Regular,6660
23887,,Positive Effect,"(300, -250)",23879,6660-1b,1,,"(-300, -50)",1197,,Regular,6660
23888,,Positive Effect,"(300, -250)",23879,6660-1b,1,,"(-300, 50)",1198,,Regular,6660
23887,.05,Negative Effect,"(300, -250)",23880,6660-1c,1,,"(-300, -50)",1199,,Regular,6660
23888,.05,Negative Effect,"(300, -250)",23880,6660-1c,1,,"(-300, 50)",1200,,Regular,6660
23887,.05,Positive Effect,"(300, -167)",23881,6660-1d,1,,"(-300, -50)",1201,,Regular,6660
23888,.05,Positive Effect,"(300, -167)",23881,6660-1d,1,,"(-300, 50)",1202,,Regular,6660
23887,.05,Positive Effect,"(200, -350)",,6660-1e,1,,"(-300, -50)",1203,,Regular,6660
23888,.05,Positive Effect,"(300, 125)",23883,6660-1e,1,,"(-300, 50)",1204,,Regular,6660
23887,,Positive Effect,"(300, -150)",23882,6660-1f,1,,"(-300, -50)",1205,,Regular,6660
23888,,Positive Effect,"(300, -150)",23882,6660-1f,1,,"(-300, 50)",1206,,Regular,6660
23887,,Positive Effect,"(300, -84)",23884,6660-1g,1,,"(-300, -50)",1207,,Regular,6660
23888,,Positive Effect,"(300, -84)",23884,6660-1g,1,,"(-300, 50)",1208,,Regular,6660
23885,,Positive Effect,"(300, 150)",23878,6660-2a,1,,"(-300, -167)",1209,,Regular,6660
23885,,Positive Effect,"(300, -250)",23880,6660-2b,1,,"(-300, -167)",1210,,Regular,6660
23885,,Positive Effect,"(300, -167)",23881,6660-2c,1,,"(-300, -167)",1211,,Regular,6660
23886,,Positive Effect,"(300, -84)",23884,6660-3a,1,,"(-300, -84)",1212,,Regular,6660
23863,,Positive Effect,"(-300, -167)",23873,6662-1,1,,"(-300, -125)",1213,,Regular,6662
23864,.05,Positive Effect,"(-300, -167)",23873,6662-2,1,,"(-300, 0)",1214,,Regular,6662
23865,.05,Negative Effect,"(-300, -167)",23873,6662-3,1,,"(-300, 125)",1215,,Regular,6662
23866,.05,Positive Effect,"(-300, -167)",23873,6662-4,1,,"(-300, -250)",1216,,Regular,6662
23867,.05,Positive Effect,"(-300, -167)",23873,6662-5,1,,"(-300, -84)",1217,,Regular,6662
23868,.05,Positive Effect,"(-300, -167)",23873,6662-6,1,,"(-300, 82)",1218,,Regular,6662
23869,.05,Positive Effect,"(-300, -167)",23873,6662-7,1,,"(-300, 82)",1219,,Regular,6662
23863,.05,Positive Effect,"(-300, 50)",23872,6662-8,1,,"(-300, -125)",1220,,Regular,6662
23864,.05,Positive Effect,"(-300, 50)",23872,6662-9,1,,"(-300, 0)",1221,,Regular,6662
23865,.05,Positive Effect,"(-300, 50)",23872,6662-0,1,,"(-300, 125)",1222,,Regular,6662
23866,.05,Positive Effect,"(-300, 50)",23872,6662-1,1,,"(-300, -250)",1223,,Regular,6662
23873,.05,Positive Effect,"(-300, -179)",23874,6662-2,1,,"(-300, -167)",1224,,Regular,6662
23872,.05,Positive Effect,"(-300, -179)",23874,6662-3,1,,"(-300, 50)",1225,,Regular,6662
23872,.05,Negative Effect,"(-300, -108)",23875,6662-4,1,,"(-300, 50)",1226,,Regular,6662
23870,.05,Positive Effect,"(-300, -108)",23875,6662-5,1,,"(-300, 150)",1227,,Regular,6662
23871,.05,Positive Effect,"(-300, -108)",23875,6662-6,1,,"(-300, -84)",1228,,Regular,6662
23873,.05,Positive Effect,"(300, -108)",23876,6662-7,1,,"(-300, -167)",1229,,Regular,6662
23871,.05,Positive Effect,"(300, -179)",23877,6662-8,1,,"(-300, -84)",1230,,Regular,6662
23869,.05,Positive Effect,"(300, -108)",23876,6662-9,1,,"(-300, 82)",1231,,Regular,6662
23869,.05,Negative Effect,"(300, -179)",23877,6662-0,1,,"(-300, 82)",1232,,Regular,6662
23874,.05,Positive Effect,"(300, -108)",23876,6662-1,1,,"(-300, -179)",1233,,Regular,6662
23875,.05,Positive Effect,"(300, -179)",23877,6662-2,1,,"(-300, -108)",1234,,Regular,6662
23874,,Negative Effect,"(300, -179)",23877,6662-3,1,,"(-300, -179)",1235,,Regular,6662
23875,,Negative Effect,"(300, -108)",23876,6662-4,1,,"(-300, -108)",1236,,Regular,6662
23892,.003,Positive Effect,"(300, -50)",23889,6665-1,1,,"(-300, 0)",1237,,Regular,6665
23892,.05,Positive Effect,"(300, 50)",23890,6665-1,1,,"(-300, 0)",1238,,Regular,6665
23892,,Positive Effect,"(300, 150)",23891,6665-1,1,,"(-300, 0)",1239,,Regular,6665
23892,.002,Positive Effect,"(300, -50)",23889,6665-2,1,,"(-300, 0)",1240,,Regular,6665
23892,.003,Positive Effect,"(300, 50)",23890,6665-2,1,,"(-300, 0)",1241,,Regular,6665
23892,,Positive Effect,"(300, 150)",23891,6665-2,1,,"(-300, 0)",1242,,Regular,6665
23892,.07,Positive Effect,"(300, -50)",23889,6665-3,1,,"(-300, 0)",1243,,Regular,6665
23892,.001,Positive Effect,"(300, 50)",23890,6665-3,1,,"(-300, 0)",1244,,Regular,6665
23892,,Positive Effect,"(300, 150)",23891,6665-3,1,,"(-300, 0)",1245,,Regular,6665
51426,.03,Positive Effect,"(300, -50)",23889,6665-4,1,,"(-300, 150)",1246,,Regular,6665
51426,,Positive Effect,"(300, 50)",23890,6665-4,1,,"(-300, 150)",1247,,Regular,6665
51426,,Positive Effect,"(300, 150)",23891,6665-4,1,,"(-300, 150)",1248,,Regular,6665
51426,,Positive Effect,"(300, -50)",23889,6665-5,1,,"(-300, 150)",1249,,Regular,6665
51426,.002,Positive Effect,"(300, 50)",23890,6665-5,1,,"(-300, 150)",1250,,Regular,6665
51426,,Positive Effect,"(300, 150)",23891,6665-5,1,,"(-300, 150)",1251,,Regular,6665
23950,,Effect,"(-300, 50)",23934,6666-1a,1,60870,"(-300, -188)",1252,"(-200, 100)",Moderator,6666
23950,.05,Negative Effect,"(-300, 50)",23934,6666-1a,1,60871,"(-300, -188)",1253,"(-200, -350)",Moderator,6666
23949,,Effect,"(-300, 50)",23934,6666-1a,1,60870,"(-300, -64)",1254,"(-200, 100)",Moderator,6666
23949,,Effect,"(-300, 50)",23934,6666-1a,1,60871,"(-300, -64)",1255,"(-200, -350)",Moderator,6666
23952,,Effect,"(-300, 50)",23934,6666-1a,1,60870,"(-300, 60)",1256,"(-200, 100)",Moderator,6666
23952,.05,Effect,"(-300, 50)",23934,6666-1a,1,60871,"(-300, 60)",1257,"(-200, -350)",Moderator,6666
23955,.05,Effect,"(-300, 50)",23934,6666-1a,1,60870,"(-300, 184)",1258,"(-200, 100)",Moderator,6666
23955,,Effect,"(-300, 50)",23934,6666-1a,1,60871,"(-300, 184)",1259,"(-200, -350)",Moderator,6666
23950,.05,Effect,"(-300, 150)",23935,6666-1a,1,60870,"(-300, -188)",1260,"(-200, 100)",Moderator,6666
23950,,Effect,"(-300, 150)",23935,6666-1a,1,60871,"(-300, -188)",1261,"(-200, -350)",Moderator,6666
23949,,Effect,"(-300, 150)",23935,6666-1a,1,60870,"(-300, -64)",1262,"(-200, 100)",Moderator,6666
23949,,Effect,"(-300, 150)",23935,6666-1a,1,60871,"(-300, -64)",1263,"(-200, -350)",Moderator,6666
23952,,Effect,"(-300, 150)",23935,6666-1a,1,60870,"(-300, 60)",1264,"(-200, 100)",Moderator,6666
23952,,Effect,"(-300, 150)",23935,6666-1a,1,60871,"(-300, 60)",1265,"(-200, -350)",Moderator,6666
23955,,Effect,"(-300, 150)",23935,6666-1a,1,60870,"(-300, 184)",1266,"(-200, 100)",Moderator,6666
23955,,Effect,"(-300, 150)",23935,6666-1a,1,60871,"(-300, 184)",1267,"(-200, -350)",Moderator,6666
23950,,Effect,"(-300, -160)",23936,6666-1b,1,,"(-300, -188)",1268,,Regular,6666
23949,,Effect,"(-300, -160)",23936,6666-1b,1,,"(-300, -64)",1269,,Regular,6666
23952,,Effect,"(-300, -160)",23936,6666-1b,1,,"(-300, 60)",1270,,Regular,6666
23955,,Effect,"(-300, -160)",23936,6666-1b,1,,"(-300, 184)",1271,,Regular,6666
23950,,Effect,"(-300, -70)",23938,6666-1c,1,60870,"(-300, -188)",1272,"(-200, 100)",Moderator,6666
23950,,Effect,"(-300, -70)",23938,6666-1c,1,60871,"(-300, -188)",1273,"(-200, -350)",Moderator,6666
23949,,Effect,"(-300, -70)",23938,6666-1c,1,60870,"(-300, -64)",1274,"(-200, 100)",Moderator,6666
23949,,Effect,"(-300, -70)",23938,6666-1c,1,60871,"(-300, -64)",1275,"(-200, -350)",Moderator,6666
23952,.05,Negative Effect,"(-300, -70)",23938,6666-1c,1,60870,"(-300, 60)",1276,"(-200, 100)",Moderator,6666
