"","cost_level","ADM_RATE","SATMTMID","LOCALE","region","GRAD_DEBT_MDN","C150_4","SATVRMID","PFTFAC","md_earn_wne_p8","UGDS","COSTT4_A","ROI","AVG_INC","Major_Cluster"
"1700","Low",NA,NA,"City:Large","Mid East",6820.5,NA,NA,0.375,30500,14991,11144,2.73689877961235,23555.2088,"Specialized"
"1701","Low",NA,NA,"City:Large","Mid East",5825,NA,NA,0.2899,30400,16241,11340,2.68077601410935,21254.9961,"Specialized"
"1702","Low",0.2154,510,"City:Large","Mid East",9750,0.4036,500,0.4386,38100,8948,11725,3.24946695095949,25394.34929,"Comprehensive"
"1703","Low",0.9277,NA,"City:Large","Mid East",6589.5,0.1135,NA,0.3554,31100,6582,13300,2.33834586466165,24357.37842,"Comprehensive"
"1704","Low",0.7718,489,"City:Large","Mid East",10000,0.1479,435,0.3228,34500,15230,12368,2.78945666235446,25992.80833,"Professional"
"1705","Low",0.302,570,"City:Large","Mid East",12500,0.5306,535,0.4139,42300,15449,12104,3.49471249173827,34365.71037,"Comprehensive"
"1706","Low",NA,NA,"City:Large","Mid East",8000,NA,NA,0.3501,32400,15147,11162,2.90270560831392,26197.13042,"Specialized"
"1707","Low",0.3983,465,"City:Large","Mid East",9380,0.1971,438,0.385,35700,7422,12793,2.79058860314234,26614.93194,"Comprehensive"
"1708","High",0.8653,525,"City:Large","Mid East",25000,0.4142,505,0.5649,45500,1940,30997,1.46788398877311,57900.65813,"Comprehensive"
"1709","High",0.5987,NA,"Suburb:Large","Mid East",21925,0.4399,NA,0.444,36900,1872,29951,1.232012286735,65003.22807,"Comprehensive"
"1710","High",0.7068,440,"Suburb:Large","Mid East",27084,0.4152,445,0.3219,43700,1611,33563,1.30202902005184,67208.84148,"Comprehensive"
"1711","High",0.8151,NA,"Suburb:Large","Mid East",21500,0.3878,NA,0.2979,37800,2288,33313,1.13469216221895,70649.35922,"Comprehensive"
"1712","Low",NA,NA,"Suburb:Large","Mid East",10063,NA,NA,0.2749,29600,7644,8343,3.54788445403332,44131.19075,"Specialized"
"1713","Low",0.0714,NA,"City:Small","Mid East",14750,NA,NA,NA,50300,120,11210,4.48706512042819,47007.39909,"Specialized"
"1714","Low",NA,NA,"City:Small","Mid East",16735,NA,NA,0.3953,19900,434,22092,0.900778562375521,18700.86381,"Specialized"
"1715","High",0.7545,535,"City:Small","Mid East",25002,0.5954,545,1,37600,1280,48550,0.774459320288363,81079.0315,"Comprehensive"
"1716","Low",NA,NA,"City:Large","Mid East",9104.5,NA,NA,0.3457,28600,11950,8725,3.27793696275072,38985.34973,"Specialized"
"1717","Low",0.4336,NA,"City:Large","Mid East",19500,0.657,NA,0.2446,43100,7987,16052,2.68502367306255,68254.79332,"Professional"
"1718","Low",NA,NA,"Rural:Fringe","Mid East",12000,NA,NA,0.2985,27100,4861,13411,2.02072925210648,42210.95437,"Specialized"
"1719","High",0.612,440,"Suburb:Large","Mid East",25000,0.3143,455,0.3333,30100,940,29939,1.00537760112228,67767.54005,"Professional"
"1720","High",0.4239,625,"City:Large","Mid East",22125,0.7762,620,1,50300,8328,52775,0.953102794883941,123503.0727,"Comprehensive"
"1721","Low",NA,NA,"Rural:Fringe","Mid East",11894,NA,NA,0.3057,28400,2333,12252,2.31798889977147,36794.19862,"Specialized"
"1722","Low",NA,NA,"Town:Distant","Mid East",11250,NA,NA,0.2213,26700,4515,11241,2.37523352014945,37568.79284,"Specialized"
"1723","High",0.2737,695,"Rural:Fringe","Mid East",17000,0.8891,695,0.8678,52600,1843,53560,0.982076176250934,NA,"Comprehensive"
"1724","High",0.7707,560,"Town:Remote","Mid East",25000,0.5383,560,0.5738,37300,1560,45259,0.82414547382841,83992.40406,"Comprehensive"
"1725","Low",NA,NA,"Rural:Fringe","Mid East",12000,NA,NA,0.432,27100,2874,12575,2.15506958250497,41886.46269,"Specialized"
"1726","High",0.6907,NA,"Suburb:Large","Mid East",25000,0.4076,NA,0.377,36500,1051,24676,1.47917004376722,54535.42619,"Professional"
"1727","High",0.5964,NA,"Town:Distant","Mid East",25000,0.7523,NA,0.8025,43800,2212,54168,0.808595480726628,NA,"Comprehensive"
"1728","High",0.5872,585,"Suburb:Large","Mid East",22000,0.5787,575,0.493,45900,7136,45399,1.01103548536311,95694.16287,"Comprehensive"
"1729","High",0.7161,565,"Rural:Remote","Mid East",25000,0.6854,580,0.6508,35800,1213,36527,0.98009691461111,70286.71988,"Comprehensive"
"1730","Low",NA,NA,"City:Small","Mid East",10500,NA,NA,0.3777,32200,9861,13432,2.3972602739726,44861.5991,"Specialized"
"1731","High",0.8738,495,"Suburb:Large","Mid East",21500,0.5747,490,0.9565,45400,3163,40877,1.11064902023143,95093.64734,"Comprehensive"
"1732","High",NA,NA,"Suburb:Large","Mid East",12000,NA,NA,NA,38300,116,25465,1.50402513253485,40593.23294,"Specialized"
"1733","High",0.682,575,"Suburb:Small","Mid East",23700,0.7356,570,0.7293,45600,6228,48779,0.934828512269624,109689.396,"Comprehensive"
"1734","Low",NA,NA,"Town:Remote","Mid East",9098.5,NA,NA,0.2222,26800,3688,12465,2.15002005615724,37737.88179,"Specialized"
"1735","Low",NA,NA,"Town:Remote","Mid East",11800,0.5595,NA,0.3684,22800,317,18431,1.2370462807227,30083.78057,"Specialized"
"1736","Low",NA,NA,"City:Small","Mid East",8000,NA,NA,0.364,27000,3037,9419,2.8665463424992,34528.19584,"Specialized"
"1737","High",0.0636,NA,"City:Large","Mid East",21000,0.9271,NA,0.3903,24500,520,48670,0.50339017875488,108145.8062,"Specialized"
"1738","Low",NA,NA,"Suburb:Large","Mid East",10169,NA,NA,0.1842,30700,487,18940,1.62090813093981,24012.23978,"Specialized"
"1739","High",0.761,NA,"Town:Distant","Mid East",23825,0.5037,NA,1,38500,1718,38193,1.00803812216898,57295.77596,"Comprehensive"
"1740","High",0.7289,470,"City:Large","Mid East",21500,0.5279,480,0.1167,42300,1525,41227,1.02602663303175,86448.94529,"Specialized"
"1741","High",0.6166,525,"City:Midsize","Mid East",24163.5,0.7225,510,0.4219,45000,2640,40500,1.11111111111111,84963.56075,"Comprehensive"
"1742","High",0.8414,460,"City:Large","Mid East",22625,0.3243,415,0.4196,42100,5117,39005,1.07934880143571,52234.26858,"Comprehensive"
"1743","High",0.8069,495,"Suburb:Large","Mid East",22625,0.426,485,0.3732,42100,4468,41084,1.02472982182845,52234.26858,"Comprehensive"
"1744","Low",NA,NA,"City:Large","Mid East",8500,NA,NA,0.2115,17500,535,19460,0.899280575539568,16426.8717,"Specialized"
"1745","High",NA,NA,"City:Large","Mid East",12110,NA,NA,0.2292,26800,982,25367,1.05649071628494,16931.61092,"Specialized"
"1746","High",NA,NA,"City:Large","Mid East",22000,0.7229,NA,1,56000,3237,38593,1.45104034410385,97376.81091,"Comprehensive"
"1747","High",0.4053,NA,"City:Large","Mid East",24000,0.7624,NA,0.212,21500,406,49895,0.43090490029061,NA,"Specialized"
"1748","High",0.6016,NA,"Suburb:Large","Mid East",22000,0.5632,NA,0.3277,41700,1689,48383,0.861872971911622,82984.24622,"Comprehensive"
"1749","Low",0.2082,420,"City:Small","Mid East",20391,0.2206,440,0.3488,37300,904,16814,2.21838943737362,46289.04199,"Professional"
"1750","High",0.3373,NA,"Suburb:Large","Mid East",25000,0.8033,NA,0.3969,46800,5019,43066,1.08670412854688,115878.6471,"Comprehensive"
"1751","High",0.7892,515,"City:Large","Mid East",22187,0.3958,535,0.3423,36900,1905,40784,0.904766575127501,86624.20907,"Comprehensive"
"1752","High",0.6843,450,"City:Large","Mid East",24125,0.5123,440,0.2285,35300,1794,30068,1.17400558733537,54767.29916,"Professional"
"1753","High",0.5,NA,"City:Small","Mid East",14250,NA,NA,NA,51700,98,23933,2.16019721723144,39221.26569,"Specialized"
"1754","High",0.6047,NA,"Suburb:Large","Mid East",19500,0.2887,NA,0.2372,34800,6789,27586,1.26150946132096,42560.77421,"Comprehensive"
"1755","Low",NA,NA,"City:Small","Mid East",15415,NA,NA,0.2154,21900,859,21499,1.01865203032699,19969.36119,"Specialized"
"1756","Low",NA,NA,"City:Small","Mid East",11867,NA,NA,0.342,27400,6083,12328,2.22258273848151,36936.35377,"Specialized"
"1757","High",0.634,540,"Suburb:Large","Mid East",25125,0.6496,520,0.2881,53600,3355,31864,1.68214913381873,79728.75467,"Comprehensive"
"1758","Low",0.6082,NA,"City:Large","Mid East",18400,0.508,NA,0.3139,26200,4076,20956,1.25023859515175,22765.13448,"Professional"
"1759","Low",0.5793,NA,"NA","Mid East",18400,0.5748,NA,0.3146,26200,1964,21079,1.24294321362493,22765.13448,"Professional"
"1760","Low",NA,NA,"Suburb:Large","Mid East",12751.5,NA,NA,0.3449,28800,15968,10768,2.67459138187221,35520.5399,"Specialized"
"1761","High",0.81,510,"Suburb:Large","Mid East",24500,0.5534,495,0.3152,43700,2319,35877,1.21805056164116,80904.20969,"Comprehensive"
"1762","High",0.6661,460,"City:Large","Mid East",27000,0.5656,465,0.3568,46500,1619,34741,1.33847615209695,62709.64849,"Comprehensive"
"1763","Low",NA,NA,"Suburb:Large","Mid East",9500,NA,NA,0.38,33100,21788,11110,2.97929792979298,42398.27295,"Specialized"
"1764","High",0.6993,NA,"Suburb:Large","Mid East",25000,0.7406,NA,0.4151,39900,2122,38545,1.03515371643534,84256.88988,"Comprehensive"
"1765","High",0.7162,485,"Suburb:Large","Mid East",20629,0.2874,500,0.1961,33300,3499,40812,0.815936489267862,28825.42327,"Comprehensive"
"1766","High",0.6925,565,"City:Large","Mid East",20981,0.6046,560,0.1975,38200,6835,53003,0.72071392185348,73454.9033,"Comprehensive"
"1767","High",0.327,685,"City:Large","Mid East",23050,0.8672,675,0.4034,52500,21820,55412,0.94744820616473,94437.75957,"Comprehensive"
"1768","Low",NA,NA,"Rural:Fringe","Mid East",10044,NA,NA,1,29100,5599,8225,3.53799392097264,43500.75992,"Specialized"
"1769","High",0.7578,525,"Suburb:Large","Mid East",23250,0.6493,530,0.4509,37600,3279,36942,1.01781170483461,77125.50795,"Comprehensive"
"1770","Low",NA,NA,"Town:Remote","Mid East",12000,NA,NA,1,26000,1225,13094,1.98564227890637,42561.5743,"Specialized"
"1771","High",0.688,530,"Suburb:Large","Mid East",23715,0.4775,485,0.9524,46800,4741,36052,1.29812493065572,62985.46755,"Comprehensive"
"1772","High",0.3191,445,"City:Large","Mid East",22750,0.8182,440,1,40400,461,32438,1.24545286392503,61524.83824,"Specialized"
"1773","High",0.9638,450,"Suburb:Large","Mid East",24656.5,0.3789,450,0.3682,39200,2021,32076,1.22209751839381,49365.52697,"Comprehensive"
"1774","Low",NA,NA,"Suburb:Large","Mid East",11031.5,NA,NA,0.2652,28800,8744,12987,2.21760221760222,40859.54788,"Specialized"
"1775","Low",NA,NA,"Suburb:Small","Mid East",11246.5,NA,NA,0.2941,31000,5784,10013,3.09597523219814,47531.12445,"Specialized"
"1776","High",0.7866,515,"City:Large","Mid East",23000,0.5346,515,0.3452,51000,7620,44716,1.14053135343054,69505.58338,"Comprehensive"
"1777","High",0.7851,480,"Rural:Distant","Mid East",21250,0.4542,470,0.7342,30600,1060,37875,0.807920792079208,69482.29114,"Professional"
"1778","Low",0.374,NA,"City:Large","Mid East",14142,0.6738,NA,0.3333,19900,751,17879,1.11303764192628,16452.81774,"Specialized"
"1779","High",0.6814,690,"City:Large","Mid East",20604,0.5362,612,0.405,62000,1767,45230,1.3707716117621,60393.26085,"Professional"
"1780","Low",0.4022,445,"Suburb:Midsize","Mid East",22125,0.2571,480,0.3333,23900,199,23226,1.02901920261776,34624.44434,"Specialized"
"1781","High",0.6544,585,"City:Large","Mid East",23719,0.6242,565,0.1345,37300,2998,50827,0.733861923780668,83768.82668,"Professional"
"1782","High",NA,NA,"City:Large","Mid East",2463.5,NA,NA,0.3768,16800,847,25208,0.666455093621073,12371.01611,"Specialized"
"1783","Low",NA,NA,"City:Large","Mid East",NA,0.7273,NA,NA,12200,261,12073,1.01051934067755,20697.46788,"Specialized"
"1784","High",0.3963,715,"City:Small","Mid East",25000,0.8382,660,0.8114,70100,5240,54035,1.29730730082354,110562.8047,"Comprehensive"
"1785","High",0.5125,535,"Suburb:Large","Mid East",21700,0.6468,545,0.8879,37600,1357,35869,1.04825894226212,64973.18657,"Comprehensive"
"1786","Low",NA,NA,"Suburb:Large","Mid East",9500,NA,NA,0.2,22400,975,22436,0.998395435906579,17057.23023,"Specialized"
"1787","High",0.5862,625,"Suburb:Large","Mid East",25000,0.6319,590,0.6549,54000,13015,42504,1.27046866177301,81978.84241,"Comprehensive"
"1788","High",0.341,690,"City:Midsize","Mid East",23635.5,0.8309,645,0.9524,50200,5457,54730,0.917230038370181,97811.15793,"Comprehensive"
"1789","Low",NA,NA,"Suburb:Large","Mid East",6500,NA,NA,1,32500,6915,12050,2.69709543568465,44601.43574,"Specialized"
"1790","High",0.6249,NA,"City:Small","Mid East",20625,0.5813,NA,0.891,37200,1638,40081,0.928120555874354,56765.41193,"Comprehensive"
"1791","High",0.8035,533,"Town:Remote","Mid East",27000,0.6289,529,0.7157,38400,1894,38565,0.995721509140412,94351.23706,"Comprehensive"
"1792","Low",0.7047,465,"City:Large","Mid East",22000,0.499,470,0.3115,39300,2648,22986,1.70973636126338,54690.28359,"Comprehensive"
"1793","High",0.8571,500,"City:Midsize","Mid East",13825,NA,520,0.6667,56100,301,25686,2.18406914272366,67532.75251,"Specialized"
"1794","High",0.4341,NA,"Town:Remote","Mid East",23000,0.8034,NA,0.9945,41800,2335,53420,0.782478472482216,119182.0193,"Comprehensive"
"1795","High",NA,NA,"City:Small","Mid East",21875,0.6303,NA,0.4712,39400,2890,36489,1.07977746718189,79124.81815,"Comprehensive"
"1796","High",0.8089,475,"Suburb:Large","Mid East",23000,0.581,464,0.9844,39100,1342,33698,1.16030624962906,87673.55552,"Comprehensive"
"1797","Low",0.6667,NA,"City:Small","Mid East",14250,NA,NA,NA,45800,131,14399,3.18077644280853,40523.59999,"Specialized"
"1798","High",0.6237,NA,"Suburb:Large","Mid East",13238.5,0.6968,NA,0.3901,37700,1333,57743,0.65289299135826,112684.5437,"Professional"
"1799","Low",NA,NA,"City:Small","Mid East",11000,NA,NA,0.2351,27700,3816,9372,2.95561246265472,35093.91527,"Specialized"
"1800","High",0.4848,580,"Suburb:Large","Mid East",25000,0.7379,560,1,49400,3244,40220,1.2282446544008,108500.575,"Comprehensive"
"1801","Low",NA,NA,"City:Midsize","Mid East",12500,NA,NA,NA,34800,30,13576,2.5633470830878,41762.19301,"Specialized"
"1802","High",0.4206,625,"Suburb:Small","Mid East",21000,0.8444,625,0.7569,41900,2655,54970,0.762233945788612,NA,"Comprehensive"
"1803","Low",0.7583,525,"City:Large","Mid East",21500,0.6512,515,0.2718,47800,4912,22563,2.11851260913886,73517.86118,"Comprehensive"
"1804","Low",0.5952,NA,"City:Small","Mid East",20000,NA,NA,0.8947,57200,217,21730,2.6323055683387,54563.51329,"Specialized"
"1805","High",0.6647,560,"Suburb:Large","Mid East",23125,0.7306,530,0.5095,41400,2853,36396,1.13748763600396,83012.05057,"Comprehensive"
"1806","High",0.4555,555,"City:Large","Mid East",24000,0.5744,535,0.4221,48000,11764,45717,1.04993765995144,68202.60714,"Comprehensive"
"1807","High",NA,NA,"City:Large","Mid East",11997.5,NA,NA,0.2391,29700,722,25442,1.16736105652071,36163.7791,"Specialized"
"1808","Low",NA,NA,"Rural:Distant","Mid East",9724,NA,NA,0.4425,24500,1373,13396,1.82890415049268,33114.85668,"Specialized"
"1809","Low",0.4901,485,"Town:Remote","Mid East",13900,0.4793,465,0.8287,35600,3532,19558,1.82022701707741,57586.43599,"Professional"
"1810","Low",0.7371,NA,"Town:Remote","Mid East",17000,0.3529,NA,0.5659,31500,3549,17648,1.78490480507706,47459.88282,"Professional"
"1811","Low",0.5671,465,"Town:Remote","Mid East",15000,0.3738,450,0.5535,32400,3037,18772,1.72597485616876,55315.58709,"Professional"
"1812","Low",0.3578,485,"Town:Distant","Mid East",15000,0.3224,480,0.5915,29900,2481,21140,1.41438032166509,60491.41996,"Professional"
"1813","Low",0.4134,525,"Suburb:Large","Mid East",17150,0.3709,485,0.3357,44200,6753,12149,3.638159519302,63521.85939,"Professional"
"1814","Low",0.6557,485,"Rural:Distant","Mid East",18578,0.2844,460,0.5808,29400,3090,19888,1.47827835880933,48823.55536,"Professional"
"1815","Low",0.4714,570,"City:Small","Mid East",19502.5,0.6449,545,0.5526,44100,12430,19774,2.23020127440073,74130.36422,"Comprehensive"
"1816","Low",0.4007,660,"Suburb:Midsize","Mid East",18972,0.7701,625,0.693,52100,11828,19988,2.60656393836302,85561.49289,"Comprehensive"
"1817","Low",0.5139,600,"Suburb:Large","Mid East",18500,0.7113,555,0.6244,44500,18994,18531,2.40138146888997,71115.57985,"Comprehensive"
"1818","Low",0.3915,640,"Suburb:Large","Mid East",18507,0.6727,590,0.6127,48200,15655,18807,2.56287552507045,66135.91997,"Comprehensive"
"1819","Low",0.4666,595,"City:Midsize","Mid East",18304,0.6615,580,0.7658,38200,1653,20297,1.88205153470956,82992.4987,"Specialized"
"1820","Low",0.3764,550,"Suburb:Midsize","Mid East",16165,0.4654,530,0.4185,44800,1731,18124,2.47186051644229,55053.83186,"Professional"
"1821","Low",0.4184,535,"Town:Fringe","Mid East",20269,0.6555,520,0.5636,37600,7141,18243,2.06106451789728,66319.66316,"Comprehensive"
"1822","Low",0.4431,490,"City:Large","Mid East",20000,0.4669,485,0.4963,34300,9806,15898,2.1575040885646,55980.62539,"Comprehensive"
"1823","Low",0.4095,520,"Town:Distant","Mid East",21000,0.6712,550,0.5009,40400,6344,20065,2.01345626713182,91424.85099,"Comprehensive"
"1824","Low",0.4957,540,"Town:Distant","Mid East",22781.5,0.6316,530,0.5335,35700,5331,18759,1.90308651847113,79241.01034,"Comprehensive"
"1825","Low",0.4322,645,"Town:Distant","Mid East",19500,0.8094,640,0.6897,42500,5454,19737,2.15331610680448,92872.35733,"Comprehensive"
"1826","Low",0.3741,570,"Suburb:Large","Mid East",19188,0.6931,565,0.5165,38500,6559,19576,1.96669391091132,77774.69846,"Comprehensive"
"1827","Low",0.4343,560,"Town:Remote","Mid East",21500,0.6713,540,0.5425,37300,5803,18625,2.00268456375839,90187.39899,"Comprehensive"
"1828","Low",0.4831,565,"Town:Distant","Mid East",21501,0.5743,565,0.5623,36400,7344,19625,1.85477707006369,77232.61077,"Comprehensive"
"1829","Low",0.6348,NA,"Town:Remote","Mid East",22111,0.5109,NA,0.6816,33700,3918,18709,1.80127211502485,69575.52078,"Comprehensive"
"1830","Low",0.3365,530,"Suburb:Large","Mid East",21684.5,0.5551,560,0.4424,30900,3883,20892,1.47903503733487,78520.59904,"Comprehensive"
"1831","Low",0.4484,500,"Suburb:Large","Mid East",15750,0.3548,490,0.4393,39000,4111,15518,2.51321046526614,46661.41653,"Comprehensive"
"1832","Low",0.4806,520,"Town:Distant","Mid East",20875,0.5889,510,0.5693,36600,5733,17803,2.05583328652474,73772.65391,"Comprehensive"
"1833","Low",0.8178,NA,"Suburb:Small","Mid East",21500,0.2783,NA,0.1728,38700,9963,17054,2.2692623431453,38266.6389,"Comprehensive"
"1834","Low",0.6728,555,"City:Large","Mid East",25000,0.4699,515,0.6978,68300,1638,19952,3.42321571772253,94233.22201,"Specialized"
"1835","Low",NA,NA,"City:Large","Mid East",20000,NA,NA,0.2048,29000,435,17565,1.65101053230857,31407.39015,"Specialized"
"1836","High",0.4937,595,"City:Midsize","Mid East",24300,0.8017,565,0.6339,50800,14220,51960,0.977675134719015,98131.1555,"Comprehensive"
"1837","Low",1,NA,"City:Large","Mid East",NA,0.0222,NA,0.6522,13000,370,18463,0.704110924551806,NA,"Specialized"
"1838","Low",NA,NA,"City:Large","Mid East",16375,NA,NA,0.3879,27900,4196,21157,1.31871248286619,16513.54968,"Specialized"
"1839","Low",NA,NA,"Town:Fringe","Mid East",11765,NA,NA,0.196,26900,3482,13268,2.02743442870063,41311.41142,"Specialized"
"1840","High",0.5603,NA,"City:Large","Mid East",13850,0.3448,NA,0.371,27100,7478,24182,1.12066826565214,34930.6382,"Comprehensive"
"1841","Low",0.2886,NA,"City:Large","Mid East",21500,0.2953,NA,0.3514,35100,1420,18468,1.90058479532164,43267.07918,"Specialized"
"1842","Low",NA,NA,"Rural:Fringe","Mid East",8100,NA,NA,0.3081,27600,2295,9460,2.91754756871036,35547.9304,"Specialized"
"1843","High",0.4265,NA,"City:Small","Mid East",23000,0.864,NA,0.8537,54700,2174,53950,1.01390176088971,127068.2349,"Comprehensive"
"1844","Low",NA,NA,"City:Large","Mid East",NA,0.5137,NA,0.3077,13600,1438,13006,1.04567122866369,15114.51436,"Specialized"
"1845","Low",NA,NA,"Suburb:Large","0",5500,0.7984,NA,0.8118,66200,1011,7281,9.09215767064964,NA,"Specialized"
"1846","High",0.7831,490,"City:Small","Mid East",25000,0.4444,470,1,37600,2624,40171,0.935998605959523,66353.35198,"Comprehensive"
"1847","Low",NA,NA,"City:Small","Mid East",17800,NA,NA,0.2258,23500,330,19407,1.21090328232081,24996.9439,"Specialized"
"1848","High",0.2252,690,"Suburb:Large","Mid East",16250,0.9057,705,0.8669,42300,2345,55420,0.763262360158787,97899.36443,"Comprehensive"
"1849","Low",0.7026,NA,"City:Small","Mid East",20000,0.3333,NA,0.3218,25600,451,19303,1.32621872247837,47436.60893,"Professional"
"1850","High",0.7374,515,"City:Large","Mid East",25000,0.6954,515,0.1444,35000,3496,46156,0.758297946095849,82278.92807,"Professional"
"1851","High",0.7108,580,"City:Large","Mid East",23875,0.6701,585,0.3664,50800,1844,44995,1.1290143349261,103169.7211,"Comprehensive"
"1852","High",0.6289,515,"Rural:Distant","Mid East",25000,0.592,535,0.5139,30100,487,44780,0.672175078159893,62124.6465,"Comprehensive"
"1853","High",NA,NA,"City:Small","Mid East",24071,0.449,NA,1,32400,1042,34464,0.940111420612813,30063.30731,"Professional"
"1854","Low",NA,NA,"Suburb:Large","Mid East",10000,NA,NA,0.1625,34100,12108,10444,3.26503255457679,34836.1279,"Specialized"
"1855","High",NA,NA,"City:Large","Mid East",12000,NA,NA,0.25,28600,617,24484,1.16810978598268,25686.31658,"Specialized"
"1856","Low",NA,NA,"Rural:Distant","Mid East",5500,NA,NA,NA,23300,650,14348,1.62391971006412,51079.37581,"Specialized"
"1857","Low",NA,NA,"Suburb:Large","Mid East",NA,0.1639,NA,0.8571,13400,215,13201,1.01507461555943,23774.92637,"Specialized"
"1858","High",0.6936,610,"City:Large","Mid East",18250,0.8418,615,0.5613,49000,2786,48435,1.01166511819965,99172.39078,"Comprehensive"
"1859","Low",1,NA,"Suburb:Large","Mid East",NA,0.5769,NA,0.9048,11900,437,11646,1.02181006354113,17640.88961,"Specialized"
"1860","Low",NA,NA,"Town:Distant","Southeast",4500,NA,NA,0.2563,20900,2586,11178,1.86974414027554,20980.58133,"Specialized"
"1861","High",0.9833,NA,"City:Large","Southeast",28458,0.2529,NA,0.4941,25700,1331,31741,0.809678334015942,29544.77683,"Professional"
"1862","Low",NA,NA,"Rural:Distant","Southeast",NA,NA,NA,0.3333,21300,2114,11561,1.84240117636883,21909.38557,"Specialized"
"1863","Low",0.677,570,"Town:Distant","Southeast",18250,0.6522,560,0.7289,33600,15282,15416,2.17955371043072,77299.92859,"Comprehensive"
"1864","Low",NA,NA,"City:Small","Southeast",10576,NA,NA,0.2666,26400,6001,14819,1.78149672717457,23288.05114,"Specialized"
"1865","High",0.5204,445,"Town:Fringe","Southeast",25000,0.4737,465,0.7292,33800,1173,32934,1.02629501427097,55037.40275,"Comprehensive"
"1866","Low",NA,NA,"Rural:Fringe","Southeast",8912,NA,NA,0.3299,24200,1716,11694,2.06943731828288,21228.57395,"Specialized"
"1867","High",0.643,495,"Suburb:Midsize","Southeast",25500,0.375,505,0.528,33300,1708,38780,0.858690046415678,58285.77594,"Comprehensive"
"1868","High",0.6281,NA,"City:Large","Southeast",33000,0.3922,NA,0.7065,26800,678,27319,0.981002232878217,40571.63392,"Comprehensive"
"1869","Low",NA,NA,"Rural:Distant","Southeast",7880.5,NA,NA,0.3741,22600,1485,10031,2.25301565148041,18751.09185,"Specialized"
"1870","Low",NA,NA,"Suburb:Large","Southeast",10000,NA,NA,0.2326,21900,1867,10927,2.00420975565114,24249.02247,"Specialized"
"1871","High",0.5617,465,"Town:Fringe","Southeast",25000,0.3493,480,1,25500,625,32529,0.783915890436226,70396.44591,"Comprehensive"
"1872","Low",NA,NA,"Rural:Distant","Southeast",NA,NA,NA,0.2183,21500,1253,10594,2.02945063243345,22543.07448,"Specialized"
"1873","Low",0.6792,495,"City:Small","Southeast",14750,0.7143,475,0.7838,39500,466,18990,2.08004212743549,54608.61536,"Specialized"
"1874","Low",NA,NA,"Suburb:Midsize","Southeast",13000,NA,NA,0.3202,24100,3940,17428,1.38283222400734,25290.78705,"Specialized"
"1875","High",0.6672,521,"Town:Fringe","Southeast",22000,0.5534,500,1,41000,4539,36738,1.1160106701508,57881.263,"Comprehensive"
"1876","Low",NA,NA,"City:Midsize","Southeast",10000,NA,NA,0.397,24800,8990,13220,1.87594553706505,28615.27742,"Specialized"
"1877","Low",NA,NA,"Town:Distant","Southeast",8850,NA,NA,0.2337,22400,1593,11871,1.88695139415382,23995.77567,"Specialized"
"1878","High",0.4162,475,"Suburb:Midsize","Southeast",21600,0.536,460,0.6449,34400,1234,36893,0.932426205513241,61709.52855,"Comprehensive"
"1879","Low",NA,NA,"City:Small","Southeast",8250,NA,NA,0.281,24200,4316,10033,2.41204026711851,28222.41344,"Specialized"
"1880","High",NA,NA,"City:Small","Southeast",26183,0,NA,0.4524,19200,217,30909,0.621178297583228,28290.49386,"Professional"
"1881","Low",NA,NA,"Town:Distant","Southeast",NA,NA,NA,0.2683,22400,3622,14556,1.53888430887606,21684.09085,"Specialized"
"1882","Low",NA,NA,"City:Large","Southeast",9015,NA,NA,0.1945,24000,17901,12152,1.97498354180382,24031.69706,"Specialized"
"1883","High",0.5959,400,"Town:Distant","Southeast",27000,0.2979,400,0.56,29400,1282,28680,1.02510460251046,43589.81158,"Comprehensive"
"1884","Low",NA,NA,"Town:Fringe","Southeast",NA,NA,NA,0.1767,21900,2786,4834,4.53040959867604,19335.24954,"Specialized"
"1885","Low",NA,NA,"City:Small","Southeast",5250,NA,NA,0.2914,25100,4391,13376,1.876495215311,25687.41406,"Specialized"
"1886","Low",NA,NA,"City:Small","Southeast",NA,NA,NA,0.3018,25600,3150,11971,2.13850137833097,24076.94302,"Specialized"
"1887","Low",NA,NA,"Rural:Fringe","Southeast",8666,NA,NA,0.2438,23100,3832,14972,1.54288004274646,24184.73046,"Specialized"
"1888","High",0.2538,679,"Suburb:Large","Southeast",17875,0.915,680,0.9701,47900,1750,49804,0.961770138944663,NA,"Comprehensive"
"1889","High",0.1648,735,"City:Midsize","Southeast",7150,0.9437,705,0.9659,69400,6534,55150,1.25838621940163,73658.43366,"Comprehensive"
"1890","Low",NA,NA,"City:Midsize","Southeast",9020,NA,NA,0.2914,27200,4600,10138,2.68297494574867,21266.6324,"Specialized"
"1891","Low",0.6953,530,"City:Small","Southeast",21500,0.5854,505,0.8176,35900,20738,16897,2.12463750961709,69693.55829,"Comprehensive"
"1892","Low",NA,NA,"Rural:Fringe","Southeast",9000,NA,NA,0.3451,22800,3075,11001,2.07253886010363,19321.26558,"Specialized"
"1893","Low",0.7102,425,"Town:Distant","Southeast",20569,0.4371,410,0.7559,25100,2735,9917,2.53100736109711,36560.05452,"Comprehensive"
"1894","High",0.5785,610,"Suburb:Midsize","Southeast",21950,0.8205,610,0.6973,43600,5225,38975,1.11866581141758,137515.8528,"Comprehensive"
